"stop_id","pid","resultkey","result","code","resulttext"
"3019","1","3","Citation for infraction","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655"
"3020","1","2","Warning (verbal or written)","54425","21455 VC - NON INTERSCTN SIGNAL VIOL (I) 54425"
"3021","1","1","None","",""
"3022","1","3","Citation for infraction","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655"
"3023","1","1","None","",""
"3024","1","2","Warning (verbal or written)","54644","5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644"
"3025","1","10","Psychiatric hold","",""
"3026","1","3","Citation for infraction","54566","23123(A) VC - USE CELLPH W/DRIV W/O HFD (I) 54566"
"3027","1","10","Psychiatric hold","",""
"3028","1","3","Citation for infraction","54098","21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098"
"3029","1","10","Psychiatric hold","",""
"3030","1","6","Custodial Arrest without warrant","99990","NA - XX AA - COMMUNITY CARETAKING (X) 99990"
"3031","1","2","Warning (verbal or written)","54193","24600 VC - TAILLAMP VIOLATIONS (I) 54193"
"3032","1","7","Field interview card completed","",""
"3033","1","3","Citation for infraction","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655"
"3034","1","6","Custodial Arrest without warrant","52796","22210 PC - MFG/SALE/ETC LEADED CANE (F) 52796"
"3035","1","4","In-field cite and release","35451","11359(B) HS - POSS MARIJUANA FOR SALE (M) 35451"
"3036","1","2","Warning (verbal or written)","54098","21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098"
"3037","1","4","In-field cite and release","35349","11532(A) HS - LOITR PUBLIC:ILL DRUG ACT (M) 35349"
"3038","1","2","Warning (verbal or written)","54947","21208(B) VC - UNSF TURN FROM BIKE LANE (I) 54947"
"3039","1","6","Custodial Arrest without warrant","35353","11377(A) HS - POSSESS CNTL SUB (M) 35353"
"3039","2","7","Field interview card completed","",""
"3040","1","3","Citation for infraction","66985","27315(D)(1) VC - SEATBELT VIOLATION (I) 66985"
"3041","1","1","None","",""
"3042","1","3","Citation for infraction","54099","4000(A) VC - NO REG:VEH/TRAILER/ETC (I) 54099"
"3043","1","5","Custodial Arrest pursuant to outstanding warrant","",""
"3044","1","3","Citation for infraction","54373","21453(C) VC - FAIL STOP LINE/ETC AT RED (I) 54373"
"3044","1","3","Citation for infraction","54101","16028(A) VC - FAIL PROVE FIN RSP:PO REQ (I) 54101"
"3044","1","3","Citation for infraction","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657"
"3045","1","5","Custodial Arrest pursuant to outstanding warrant","",""
"3045","1","6","Custodial Arrest without warrant","50176","3455 PC - PRCS VIOLATION (X) 50176"
"3046","1","7","Field interview card completed","",""
"3047","1","6","Custodial Arrest without warrant","12017","211 PC - ROBBERY:FIRST DEGREE (F) 12017"
"3047","2","6","Custodial Arrest without warrant","12017","211 PC - ROBBERY:FIRST DEGREE (F) 12017"
"3048","1","2","Warning (verbal or written)","54191","24250 VC - DRIVE WITHOUT LIGHTS:DARK (I) 54191"
"3049","1","4","In-field cite and release","23087","484(A) PC - PETTY THEFT (M) 23087"
"3050","1","6","Custodial Arrest without warrant","13174","243(E)(1) PC - BAT:SPOUSE/EX SP/DATE/ETC (M) 13174"
"3051","1","3","Citation for infraction","54116","27150(A) VC - INADEQUATE MUFFLERS (I) 54116"
"3051","1","3","Citation for infraction","66983","27151(A) VC - ILL MOD EXHAUST SYS:NOISE (I) 66983"
"3052","1","6","Custodial Arrest without warrant","38080","273.5(A) PC - CRPL INJ:SPOUS/COHAB/DATE (F) 38080"
"3053","1","3","Citation for infraction","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303"
"3054","1","2","Warning (verbal or written)","54122","21457(A) VC - FAIL STOP:FLASH RED LIGHT (I) 54122"
"3055","1","2","Warning (verbal or written)","32111","647(E) PC - DIS CON:LODGE W/O CONSENT (M) 32111"
"3055","1","7","Field interview card completed","",""
"3056","1","2","Warning (verbal or written)","54122","21457(A) VC - FAIL STOP:FLASH RED LIGHT (I) 54122"
"3057","1","7","Field interview card completed","",""
"3058","1","10","Psychiatric hold","",""
"3059","1","7","Field interview card completed","",""
"3059","2","7","Field interview card completed","",""
"3059","3","7","Field interview card completed","",""
"3060","1","7","Field interview card completed","",""
"3060","2","7","Field interview card completed","",""
"3060","3","7","Field interview card completed","",""
"3061","1","2","Warning (verbal or written)","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167"
"3062","1","7","Field interview card completed","",""
"3062","2","7","Field interview card completed","",""
"3063","1","8","Noncriminal transport or caretaking transport","",""
"3064","1","2","Warning (verbal or written)","65000","65000 ZZ - LOCAL ORDINANCE VIOL (M) 65000"
"3065","1","1","None","",""
"3066","1","3","Citation for infraction","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655"
"3066","1","3","Citation for infraction","54101","16028(A) VC - FAIL PROVE FIN RSP:PO REQ (I) 54101"
"3067","1","2","Warning (verbal or written)","41063","25620 BP - POSS OPEN ALCOHOL:PUBLIC (I) 41063"
"3067","2","2","Warning (verbal or written)","41063","25620 BP - POSS OPEN ALCOHOL:PUBLIC (I) 41063"
"3067","3","2","Warning (verbal or written)","41063","25620 BP - POSS OPEN ALCOHOL:PUBLIC (I) 41063"
"3068","1","5","Custodial Arrest pursuant to outstanding warrant","",""
"3069","1","6","Custodial Arrest without warrant","29111","594(A)(1) PC - VANDALISM:DEFACE PROPERTY (F) 29111"
"3070","1","6","Custodial Arrest without warrant","38080","273.5(A) PC - CRPL INJ:SPOUS/COHAB/DATE (F) 38080"
"3071","1","5","Custodial Arrest pursuant to outstanding warrant","",""
"3072","1","2","Warning (verbal or written)","16049","422(A) PC - THRTN CRIME:INT:TERRORIZE (F) 16049"
"3073","1","2","Warning (verbal or written)","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657"
"3074","1","6","Custodial Arrest without warrant","48161","69(A) PC - OBSTRUCT/RESIST EXEC OFCR (F) 48161"
"3075","1","7","Field interview card completed","",""
"3075","2","7","Field interview card completed","",""
"3076","1","2","Warning (verbal or written)","50136","18 3401(D) US - VIOLATE PROBATION:MISD (X) 50136"
"3076","2","2","Warning (verbal or written)","66881","38170(C) VC - LICENSE PLATE NONCOMPLNT (I) 66881"
"3077","1","3","Citation for infraction","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657"
"3078","1","7","Field interview card completed","",""
"3078","2","7","Field interview card completed","",""
"3079","1","7","Field interview card completed","",""
"3079","2","7","Field interview card completed","",""
"3080","1","2","Warning (verbal or written)","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657"
"3081","1","2","Warning (verbal or written)","66210","640(D)(3) PC - URINATE/ETC:PUB TRANSIT (M) 66210"
"3082","1","3","Citation for infraction","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657"
"3083","1","7","Field interview card completed","",""
"3084","1","3","Citation for infraction","54098","21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098"
"3085","1","3","Citation for infraction","54566","23123(A) VC - USE CELLPH W/DRIV W/O HFD (I) 54566"
"3086","1","4","In-field cite and release","66608","27317(B) VC - SELL/ETC CNTRFT AIRBAG (M) 66608"
"3087","1","4","In-field cite and release","13039","240/242 PC - ASSAULT & BATTERY (M) 13039"
"3087","2","7","Field interview card completed","",""
"3087","3","7","Field interview card completed","",""
"3087","4","7","Field interview card completed","",""
"3087","5","7","Field interview card completed","",""
"3088","1","6","Custodial Arrest without warrant","50176","3455 PC - PRCS VIOLATION (X) 50176"
"3089","1","3","Citation for infraction","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657"
"3090","1","2","Warning (verbal or written)","36343","314(1) PC - INDECENT EXPOSURE (M) 36343"
"3090","1","9","Contacted parent/legal guardian or other person responsible for the minor","",""
"3091","1","3","Citation for infraction","99999","NA - XX AA - CODE NOT FOUND IN TABLE (X) 99999"
"3091","2","3","Citation for infraction","99999","NA - XX AA - CODE NOT FOUND IN TABLE (X) 99999"
"3091","3","7","Field interview card completed","",""
"3092","1","6","Custodial Arrest without warrant","50203","273.6(A) PC - VIOL CRT ORD DOM VIOLENCE (M) 50203"
"3093","1","9","Contacted parent/legal guardian or other person responsible for the minor","",""
"3093","1","12","Referral to school administrator","",""
"3093","1","13","Referral to school counselor or other support staff","",""
"3094","1","7","Field interview card completed","",""
"3094","2","7","Field interview card completed","",""
"3095","1","5","Custodial Arrest pursuant to outstanding warrant","",""
"3096","1","7","Field interview card completed","",""
"3097","1","4","In-field cite and release","52687","417(A)(2)(B) PC - EXHBT F/ARM THRTNG MANNER (M) 52687"
"3098","1","2","Warning (verbal or written)","54168","5204(A) VC - EXPIRED TABS/FAIL DISPLAY (I) 54168"
"3099","1","3","Citation for infraction","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167"
"3100","1","1","None","",""
"3101","1","3","Citation for infraction","41063","25620 BP - POSS OPEN ALCOHOL:PUBLIC (I) 41063"
"3102","1","2","Warning (verbal or written)","54168","5204(A) VC - EXPIRED TABS/FAIL DISPLAY (I) 54168"
"3103","1","7","Field interview card completed","",""
"3104","1","5","Custodial Arrest pursuant to outstanding warrant","",""
"3105","1","6","Custodial Arrest without warrant","22004","459 PC - BURGLARY (F) 22004"
"3106","1","7","Field interview card completed","",""
"3106","2","7","Field interview card completed","",""
"3106","3","7","Field interview card completed","",""
"3107","1","6","Custodial Arrest without warrant","65000","65000 ZZ - LOCAL ORDINANCE VIOL (M) 65000"
"3108","1","3","Citation for infraction","54179","21703 VC - VEH FOLLOW TOO CLOSELY (I) 54179"
"3109","1","6","Custodial Arrest without warrant","55321","368(B)(1) PC - CAUSE INJ ELDER/DEP ADULT (F) 55321"
"3109","1","6","Custodial Arrest without warrant","29071","594(A)(2) PC - VANDALISM:DAMAGE PROPERTY (M) 29071"
"3110","1","6","Custodial Arrest without warrant","23132","487(A) PC - GRDTHFT:MONEY/LABOR/PROP (F) 23132"
"3111","1","3","Citation for infraction","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303"
"3112","1","3","Citation for infraction","54178","21658(A) VC - UNSAFE LANE CHANGE/ETC (I) 54178"
"3113","1","3","Citation for infraction","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303"
"3114","1","2","Warning (verbal or written)","64005","647(F) PC - DISORD CONDUCT:ALCOHOL (M) 64005"
"3115","1","3","Citation for infraction","66943","21651(A)(1) VC - DRV HWY ACROSS DIV SECTN (I) 66943"
"3116","1","6","Custodial Arrest without warrant","55321","368(B)(1) PC - CAUSE INJ ELDER/DEP ADULT (F) 55321"
"3117","1","3","Citation for infraction","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303"
"3118","1","8","Noncriminal transport or caretaking transport","",""
"3119","1","1","None","",""
"3120","1","4","In-field cite and release","44067","530.5(C)(1) PC - POSS PRSNL ID WIT DEFRAUD (M) 44067"
"3120","1","4","In-field cite and release","35353","11377(A) HS - POSSESS CNTL SUB (M) 35353"
"3120","1","4","In-field cite and release","35423","11364(A) HS - POSS UNLAW PARAPHERNALIA (M) 35423"
"3120","1","4","In-field cite and release","35431","11357(B) HS - POSS MARIJ OVER 28.5 GRAM (M) 35431"
"3120","2","2","Warning (verbal or written)","65000","65000 ZZ - LOCAL ORDINANCE VIOL (M) 65000"
"3121","1","5","Custodial Arrest pursuant to outstanding warrant","",""
"3122","1","6","Custodial Arrest without warrant","64005","647(F) PC - DISORD CONDUCT:ALCOHOL (M) 64005"
"3123","1","2","Warning (verbal or written)","50112","166(C)(1) PC - CONTEMPT:VIOL PROTECT ORD (M) 50112"
"3124","1","6","Custodial Arrest without warrant","13039","240/242 PC - ASSAULT & BATTERY (M) 13039"
"3125","1","2","Warning (verbal or written)","66424","24600(B) VC - TAILLAMP VIOL 2 LIGHTS (I) 66424"
"3126","1","6","Custodial Arrest without warrant","52624","25850(A) PC - CRRY LOAD F/ARM:PUB:S/CIR (F) 52624"
"3126","2","6","Custodial Arrest without warrant","52624","25850(A) PC - CRRY LOAD F/ARM:PUB:S/CIR (F) 52624"
"3126","3","6","Custodial Arrest without warrant","52624","25850(A) PC - CRRY LOAD F/ARM:PUB:S/CIR (F) 52624"
"3126","4","6","Custodial Arrest without warrant","52624","25850(A) PC - CRRY LOAD F/ARM:PUB:S/CIR (F) 52624"
"3126","5","6","Custodial Arrest without warrant","52624","25850(A) PC - CRRY LOAD F/ARM:PUB:S/CIR (F) 52624"
"3127","1","2","Warning (verbal or written)","54098","21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098"
"3127","1","2","Warning (verbal or written)","54164","27007 VC - LOUD OUTSIDE VEH AMP SYS (I) 54164"
"3128","1","5","Custodial Arrest pursuant to outstanding warrant","",""
"3128","1","6","Custodial Arrest without warrant","13174","243(E)(1) PC - BAT:SPOUSE/EX SP/DATE/ETC (M) 13174"
"3129","1","2","Warning (verbal or written)","54141","21201(D) VC - BIKE HEADLIGHT/ETC VIOL (I) 54141"
"3130","1","6","Custodial Arrest without warrant","64005","647(F) PC - DISORD CONDUCT:ALCOHOL (M) 64005"
"3131","1","2","Warning (verbal or written)","54098","21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098"
"3131","1","7","Field interview card completed","",""
"3132","1","5","Custodial Arrest pursuant to outstanding warrant","",""
"3132","1","6","Custodial Arrest without warrant","38080","273.5(A) PC - CRPL INJ:SPOUS/COHAB/DATE (F) 38080"
"3133","1","2","Warning (verbal or written)","54168","5204(A) VC - EXPIRED TABS/FAIL DISPLAY (I) 54168"
"3134","1","2","Warning (verbal or written)","54146","21461(A) VC - DRIVER FAIL OBEY SIGN/ETC (I) 54146"
"3135","1","3","Citation for infraction","41063","25620 BP - POSS OPEN ALCOHOL:PUBLIC (I) 41063"
"3136","1","1","None","",""
"3137","1","1","None","",""
"3138","1","3","Citation for infraction","54398","21950(A) VC - FAIL YIELD TO PED:XWALKS (I) 54398"
"3139","1","2","Warning (verbal or written)","54723","5201(D) VC - OBSTRUCT OF LIC PLATE (I) 54723"
"3140","1","2","Warning (verbal or written)","66881","38170(C) VC - LICENSE PLATE NONCOMPLNT (I) 66881"
"3141","1","2","Warning (verbal or written)","66303","22500(C) VC - PARKING VIOL SAFETY ZONE (I) 66303"
"3142","1","3","Citation for infraction","54191","24250 VC - DRIVE WITHOUT LIGHTS:DARK (I) 54191"
"3143","1","2","Warning (verbal or written)","65002","65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002"
"3144","1","2","Warning (verbal or written)","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657"
"3145","1","5","Custodial Arrest pursuant to outstanding warrant","",""
"3146","1","8","Noncriminal transport or caretaking transport","",""
"3147","1","10","Psychiatric hold","",""
"3148","1","1","None","",""
"3149","1","2","Warning (verbal or written)","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303"
"3150","1","2","Warning (verbal or written)","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303"
"3151","1","6","Custodial Arrest without warrant","64005","647(F) PC - DISORD CONDUCT:ALCOHOL (M) 64005"
"3152","1","2","Warning (verbal or written)","54370","22356(B) VC - EXCEED POSTED SPEED LIMIT (I) 54370"
"3153","1","2","Warning (verbal or written)","52136","417(A)(1) PC - EXHIBIT DEADWPN:NOT F/ARM (M) 52136"
"3154","1","2","Warning (verbal or written)","26726","537(A) PC - DEFRAUD INNKEEPER -$950 (M) 26726"
"3155","1","2","Warning (verbal or written)","66995","38312 VC - UNSAFE MOVEMENT OF VEH (I) 66995"
"3156","1","6","Custodial Arrest without warrant","48081","2800.3 VC - EVADE PO:CAUSE SBI/DEATH (F) 48081"
"3157","1","5","Custodial Arrest pursuant to outstanding warrant","",""
"3158","1","2","Warning (verbal or written)","54995","21651(A)(2) VC - DRV HWY U-TURN VIOL (I) 54995"
"3159","1","6","Custodial Arrest without warrant","13176","242 PC - BATTERY (F) 13176"
"3160","1","10","Psychiatric hold","",""
"3161","1","3","Citation for infraction","54395","22349(B) VC - EXC 55MPH SPEED:2 LANE RD (I) 54395"
"3162","1","7","Field interview card completed","",""
"3163","1","2","Warning (verbal or written)","54098","21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098"
"3164","1","7","Field interview card completed","",""
"3165","1","6","Custodial Arrest without warrant","42104","23152(A) VC - DUI ALCOHOL (M) 42104"
"3166","1","2","Warning (verbal or written)","54191","24250 VC - DRIVE WITHOUT LIGHTS:DARK (I) 54191"
"3167","1","3","Citation for infraction","54338","4464 VC - DISPLAY ALTERED LIC PLATE (I) 54338"
"3167","1","3","Citation for infraction","54644","5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644"
"3168","1","7","Field interview card completed","",""
"3169","1","2","Warning (verbal or written)","13174","243(E)(1) PC - BAT:SPOUSE/EX SP/DATE/ETC (M) 13174"
"3170","1","3","Citation for infraction","54185","22101(D) VC - FAIL TO OBEY TURN SIGNS (I) 54185"
"3171","1","3","Citation for infraction","54319","22100(B) VC - LEFT TURN INTERSECTN VIOL (I) 54319"
"3172","1","3","Citation for infraction","54146","21461(A) VC - DRIVER FAIL OBEY SIGN/ETC (I) 54146"
"3173","1","3","Citation for infraction","54319","22100(B) VC - LEFT TURN INTERSECTN VIOL (I) 54319"
"3174","1","3","Citation for infraction","54146","21461(A) VC - DRIVER FAIL OBEY SIGN/ETC (I) 54146"
"3175","1","3","Citation for infraction","54185","22101(D) VC - FAIL TO OBEY TURN SIGNS (I) 54185"
"3176","1","10","Psychiatric hold","",""
"3177","1","3","Citation for infraction","54185","22101(D) VC - FAIL TO OBEY TURN SIGNS (I) 54185"
"3178","1","8","Noncriminal transport or caretaking transport","",""
"3179","1","4","In-field cite and release","23087","484(A) PC - PETTY THEFT (M) 23087"
"3180","1","6","Custodial Arrest without warrant","12004","211 PC - ROBBERY (F) 12004"
"3181","1","5","Custodial Arrest pursuant to outstanding warrant","",""
"3181","1","6","Custodial Arrest without warrant","13082","243(A) PC - BATTERY ON PERSON (M) 13082"
"3182","1","3","Citation for infraction","54185","22101(D) VC - FAIL TO OBEY TURN SIGNS (I) 54185"
"3183","1","2","Warning (verbal or written)","66880","38170(B) VC - LICENSE PLATE NOT VISIBLE (I) 66880"
